rw_ntu_lag_steps,rw_ph_lag_steps,alum_lag_steps,rw_flow_lag_steps,ridge,mean_validation_rmse_ntu
2,0,0,2,0.01,0.5336075549078096
2,0,0,2,0.1,0.5337497290719286
2,0,0,2,1.0,0.5340352514044449
2,0,0,2,10.0,0.5346934164345607
2,0,0,2,100.0,0.5467475351853829
2,0,0,3,0.01,0.5307087655066958
2,0,0,3,0.1,0.5310712206431191
2,0,0,3,1.0,0.5318698081052755
2,0,0,3,10.0,0.5327476127180405
2,0,0,3,100.0,0.5447165916922637
2,0,1,0,0.01,0.53373305221544
2,0,1,0,0.1,0.5337952212253433
2,0,1,0,1.0,0.5337983549592913
2,0,1,0,10.0,0.534112502818716
2,0,1,0,100.0,0.5461046899425238
2,0,1,1,0.01,0.5362329900985203
2,0,1,1,0.1,0.5361359587840753
2,0,1,1,1.0,0.5357934229834544
2,0,1,1,10.0,0.5358992498913373
2,0,1,1,100.0,0.5477255169202753
2,0,1,2,0.01,0.534383270245851
2,0,1,2,0.1,0.5344536759890877
2,0,1,2,1.0,0.5345296477114035
2,0,1,2,10.0,0.5349504056045844
2,0,1,2,100.0,0.5470889726937346
2,0,1,3,0.01,0.531476694597113
2,0,1,3,0.1,0.5317462271094713
2,0,1,3,1.0,0.532321480466051
2,0,1,3,10.0,0.532987456428572
2,0,1,3,100.0,0.545053433927739
2,0,2,0,0.01,0.5335132414206457
2,0,2,0,0.1,0.5338142409777521
2,0,2,0,1.0,0.5340426305534283
2,0,2,0,10.0,0.5344780150260661
2,0,2,0,100.0,0.5464981468555913
2,0,2,1,0.01,0.5359800715920535
2,0,2,1,0.1,0.5361314049323249
2,0,2,1,1.0,0.536020607490331
2,0,2,1,10.0,0.5362486939731509
2,0,2,1,100.0,0.5481050781606256
2,0,2,2,0.01,0.5342095204531253
2,0,2,2,0.1,0.5345269179695716
2,0,2,2,1.0,0.5348196124782558
2,0,2,2,10.0,0.5353301959266132
2,0,2,2,100.0,0.5474802906007155
2,0,2,3,0.01,0.5313011912204278
2,0,2,3,0.1,0.5318289706460833
2,0,2,3,1.0,0.5326303202352793
2,0,2,3,10.0,0.5333812500509291
2,0,2,3,100.0,0.5454565074133347
2,0,3,0,0.01,0.5339543344124696
2,0,3,0,0.1,0.5340407875086247
2,0,3,0,1.0,0.5341687719042837
2,0,3,0,10.0,0.5347638675442185
2,0,3,0,100.0,0.5469306619456273
2,0,3,1,0.01,0.5363918360556579
2,0,3,1,0.1,0.536354539837274
2,0,3,1,1.0,0.536178118953676
2,0,3,1,10.0,0.5365453425770071
2,0,3,1,100.0,0.5485298026758244
2,0,3,2,0.01,0.5345037961313773
2,0,3,2,0.1,0.5346717309504214
2,0,3,2,1.0,0.5349738225766665
2,0,3,2,10.0,0.5356448097870964
2,0,3,2,100.0,0.5479229115660623
2,0,3,3,0.01,0.5316397907870821
2,0,3,3,0.1,0.5320168901634202
2,0,3,3,1.0,0.5328058944369911
2,0,3,3,10.0,0.5336943478214131
2,0,3,3,100.0,0.5458910759980563
2,1,0,0,0.01,0.5334660275675349
2,1,0,0,0.1,0.5336491482090335
2,1,0,0,1.0,0.5338826204388835
2,1,0,0,10.0,0.5344349016762636
2,1,0,0,100.0,0.5463600154939495
2,1,0,1,0.01,0.5359411464839845
2,1,0,1,0.1,0.535969322408288
2,1,0,1,1.0,0.5358525128047624
2,1,0,1,10.0,0.536217585810096
2,1,0,1,100.0,0.5479804671227962
2,1,0,2,0.01,0.534179620259099
2,1,0,2,0.1,0.5343758702281491
2,1,0,2,1.0,0.5346620568522324
2,1,0,2,10.0,0.5352937388229242
2,1,0,2,100.0,0.5473459224739882
2,1,0,3,0.01,0.5312574269041785
2,1,0,3,0.1,0.5316773626002007
2,1,0,3,1.0,0.5324881020027061
2,1,0,3,10.0,0.5333445418829822
2,1,0,3,100.0,0.5453124432378473
2,1,1,0,0.01,0.5339277350041861
2,1,1,0,0.1,0.5339747566146862
2,1,1,0,1.0,0.5339370149765528
2,1,1,0,10.0,0.5342267100249838
2,1,1,0,100.0,0.5461979432663036
2,1,1,1,0.01,0.5364135767123565
2,1,1,1,0.1,0.536316140812246
2,1,1,1,1.0,0.5359353178878028
2,1,1,1,10.0,0.5360153090078046
2,1,1,1,100.0,0.5478194677722068
2,1,1,2,0.01,0.5345454310769199
2,1,1,2,0.1,0.5346193093614698
2,1,1,2,1.0,0.5346682431407274
2,1,1,2,10.0,0.5350677770707724
2,1,1,2,100.0,0.5471850362534589
2,1,1,3,0.01,0.5316137015417403
2,1,1,3,0.1,0.5318963423864822
2,1,1,3,1.0,0.532455502225436
2,1,1,3,10.0,0.5331042729493783
2,1,1,3,100.0,0.5451501909850881
2,1,2,0,0.01,0.5337276691975141
2,1,2,0,0.1,0.5340127365805977
2,1,2,0,1.0,0.5341923484210791
2,1,2,0,10.0,0.534596318667329
2,1,2,0,100.0,0.5465935417213557
2,1,2,1,0.01,0.5361997388392463
2,1,2,1,0.1,0.5363347082267388
2,1,2,1,1.0,0.536174330570143
2,1,2,1,10.0,0.5363697554203487
2,1,2,1,100.0,0.5482020905322182
2,1,2,2,0.01,0.534398619394658
2,1,2,2,0.1,0.5347132440132868
2,1,2,2,1.0,0.5349700610793979
2,1,2,2,10.0,0.5354521138499614
2,1,2,2,100.0,0.5475788906794838
2,1,2,3,0.01,0.5314586045222766
2,1,2,3,0.1,0.5319955083825585
2,1,2,3,1.0,0.5327752440182588
2,1,2,3,10.0,0.5335019128086314
2,1,2,3,100.0,0.5455548776094077
2,1,3,0,0.01,0.5341648615226314
2,1,3,0,0.1,0.5342334676883445
2,1,3,0,1.0,0.5343115749554725
2,1,3,0,10.0,0.5348794609834321
2,1,3,0,100.0,0.5470250263009891
2,1,3,1,0.01,0.5365885021891316
2,1,3,1,0.1,0.5365426863509315
2,1,3,1,1.0,0.5363226124632654
2,1,3,1,10.0,0.5366631529198238
2,1,3,1,100.0,0.5486254803312608
2,1,3,2,0.01,0.5346798933281504
2,1,3,2,0.1,0.534844564271896
2,1,3,2,1.0,0.5351155624615727
2,1,3,2,10.0,0.5357640718360127
2,1,3,2,100.0,0.5480205268927357
2,1,3,3,0.01,0.5318021266885053
2,1,3,3,0.1,0.5321779444710937
2,1,3,3,1.0,0.532943654016811
2,1,3,3,10.0,0.5338128967266367
2,1,3,3,100.0,0.5459888667374329
2,2,0,0,0.01,0.5336997499030572
2,2,0,0,0.1,0.5339258479916152
2,2,0,0,1.0,0.5342567851645582
2,2,0,0,10.0,0.5348572167444886
2,2,0,0,100.0,0.546813920772106
2,2,0,1,0.01,0.5361783286494823
2,2,0,1,0.1,0.5362451943891992
2,2,0,1,1.0,0.5362230619237235
2,2,0,1,10.0,0.5366360114187185
2,2,0,1,100.0,0.5484316677318957
2,2,0,2,0.01,0.5344322944145495
2,2,0,2,0.1,0.5346626708378013
2,2,0,2,1.0,0.535033969458465
2,2,0,2,10.0,0.535709519618074
2,2,0,2,100.0,0.5477934260627769
2,2,0,3,0.01,0.5315230050520889
2,2,0,3,0.1,0.5319736414255472
2,2,0,3,1.0,0.5328602624231549
2,2,0,3,10.0,0.5337565431736965
2,2,0,3,100.0,0.5457556005925521
2,2,1,0,0.01,0.5342132825841518
2,2,1,0,0.1,0.5342738409530318
2,2,1,0,1.0,0.5343110461379161
2,2,1,0,10.0,0.5346489634618933
2,2,1,0,100.0,0.546653492869178
2,2,1,1,0.01,0.5367094366760714
2,2,1,1,0.1,0.5366160203880725
2,2,1,1,1.0,0.5363060329050371
2,2,1,1,10.0,0.5364336754214272
2,2,1,1,100.0,0.5482722820987519
2,2,1,2,0.01,0.5348478669142006
2,2,1,2,0.1,0.5349278893168379
2,2,1,2,1.0,0.5350402783865661
2,2,1,2,10.0,0.5354834105553566
2,2,1,2,100.0,0.5476340292759164
2,2,1,3,0.01,0.531924995112778
2,2,1,3,0.1,0.5322105981359059
2,2,1,3,1.0,0.5328267910816827
2,2,1,3,10.0,0.5335158287473416
2,2,1,3,100.0,0.5455945706035585
2,2,2,0,0.01,0.5335151850743193
2,2,2,0,0.1,0.5338420389973786
2,2,2,0,1.0,0.5340979111383426
2,2,2,0,10.0,0.5345433098103469
2,2,2,0,100.0,0.5465488028176997
2,2,2,1,0.01,0.5359721180073419
2,2,2,1,0.1,0.5361509016095375
2,2,2,1,1.0,0.5360714903654633
2,2,2,1,10.0,0.5363099509594871
2,2,2,1,100.0,0.5481525414819695
2,2,2,2,0.01,0.5341969938945997
2,2,2,2,0.1,0.5345453112914743
2,2,2,2,1.0,0.5348709711087742
2,2,2,2,10.0,0.5353911500438977
2,2,2,2,100.0,0.5475264631541543
2,2,2,3,0.01,0.5312821085132069
2,2,2,3,0.1,0.5318427203500794
2,2,2,3,1.0,0.5326793194140435
2,2,2,3,10.0,0.5334400344007451
2,2,2,3,100.0,0.5455011660194329
2,2,3,0,0.01,0.5339383400482739
2,2,3,0,0.1,0.5340315333672554
2,2,3,0,1.0,0.5342106878102747
2,2,3,0,10.0,0.5348261731295034
2,2,3,0,100.0,0.5469811102029198
2,2,3,1,0.01,0.5363585717539244
2,2,3,1,0.1,0.5363381347029177
2,2,3,1,1.0,0.5362156353481268
2,2,3,1,10.0,0.5366035051023819
2,2,3,1,100.0,0.5485771796597964
2,2,3,2,0.01,0.5344618888929236
2,2,3,2,0.1,0.534651759482107
2,2,3,2,1.0,0.5350114342299763
2,2,3,2,10.0,0.5357024638248266
2,2,3,2,100.0,0.5479687820128146
2,2,3,3,0.01,0.531584800667026
2,2,3,3,0.1,0.5319915253231847
2,2,3,3,1.0,0.532841179111875
2,2,3,3,10.0,0.5337496753129904
2,2,3,3,100.0,0.5459350883828555
2,3,0,0,0.01,0.5344068131830501
2,3,0,0,0.1,0.5346168098990459
2,3,0,0,1.0,0.5348873875129557
2,3,0,0,10.0,0.5354589227363329
2,3,0,0,100.0,0.5474079815886917
2,3,0,1,0.01,0.5368979614786283
2,3,0,1,0.1,0.5369424707795318
2,3,0,1,1.0,0.5368585153427261
2,3,0,1,10.0,0.5372414550764125
2,3,0,1,100.0,0.5490280429630148
2,3,0,2,0.01,0.5351442577455927
2,3,0,2,0.1,0.5353526187050983
2,3,0,2,1.0,0.5356664206201518
2,3,0,2,10.0,0.5363151472035189
2,3,0,2,100.0,0.548390496156883
2,3,0,3,0.01,0.5322145637935574
2,3,0,3,0.1,0.5326501187315942
2,3,0,3,1.0,0.5334881208788996
2,3,0,3,10.0,0.5343607987256993
2,3,0,3,100.0,0.5463513796317532
2,3,1,0,0.01,0.5349712504495224
2,3,1,0,0.1,0.5349829042726478
2,3,1,0,1.0,0.5349501988044794
2,3,1,0,10.0,0.5352522555650165
2,3,1,0,100.0,0.5472475388886918
2,3,1,1,0.01,0.537468126106099
2,3,1,1,0.1,0.5373287903630692
2,3,1,1,1.0,0.5369506417791572
2,3,1,1,10.0,0.5370412122113999
2,3,1,1,100.0,0.5488690444454855
2,3,1,2,0.01,0.5355887652774969
2,3,1,2,0.1,0.53563022125322
2,3,1,2,1.0,0.5356811125740146
2,3,1,2,10.0,0.5360907383438135
2,3,1,2,100.0,0.5482312270327062
2,3,1,3,0.01,0.5326348236013982
2,3,1,3,0.1,0.5328964005845601
2,3,1,3,1.0,0.5334623596660123
2,3,1,3,10.0,0.5341214737744455
2,3,1,3,100.0,0.5461902059241897
2,3,2,0,0.01,0.5342627058503373
2,3,2,0,0.1,0.5345420419661182
2,3,2,0,1.0,0.5347332036659981
2,3,2,0,10.0,0.5351444245683901
2,3,2,0,100.0,0.547141870966682
2,3,2,1,0.01,0.5367268485148569
2,3,2,1,0.1,0.5368613051966595
2,3,2,1,1.0,0.5367141445498458
2,3,2,1,10.0,0.5369158053199933
2,3,2,1,100.0,0.5487485893285978
2,3,2,2,0.01,0.5349308229964073
2,3,2,2,0.1,0.5352436406883722
2,3,2,2,1.0,0.5355096457369941
2,3,2,2,10.0,0.5359965727556818
2,3,2,2,100.0,0.5481227306457698
2,3,2,3,0.01,0.5319850463564766
2,3,2,3,0.1,0.5325231410696634
2,3,2,3,1.0,0.5333122379245802
2,3,2,3,10.0,0.5340435255507691
2,3,2,3,100.0,0.5460956206208709
2,3,3,0,0.01,0.5341908542244751
2,3,3,0,0.1,0.5342558504598693
2,3,3,0,1.0,0.5343578243525963
2,3,3,0,10.0,0.5349370175593955
2,3,3,0,100.0,0.5470627564409023
2,3,3,1,0.01,0.5365874763506515
2,3,3,1,0.1,0.5365481854491952
2,3,3,1,1.0,0.5363617420580817
2,3,3,1,10.0,0.536715510101931
2,3,3,1,100.0,0.5486594288363217
2,3,3,2,0.01,0.53467089036744
2,3,3,2,0.1,0.5348490697649089
2,3,3,2,1.0,0.5351577309221556
2,3,3,2,10.0,0.5358174127914302
2,3,3,2,100.0,0.5480532319794896
2,3,3,3,0.01,0.53179917811558
2,3,3,3,0.1,0.5321876679913816
2,3,3,3,1.0,0.5329895068414318
2,3,3,3,10.0,0.5338678529475803
2,3,3,3,100.0,0.5460221129435934
3,0,0,0,0.01,0.532425776408191
3,0,0,0,0.1,0.5325872907889349
3,0,0,0,1.0,0.5328555585873286
3,0,0,0,10.0,0.5335115706944412
3,0,0,0,100.0,0.545515681542302
3,0,0,1,0.01,0.5349239692710953
3,0,0,1,0.1,0.5349192304783127
3,0,0,1,1.0,0.5348259456315043
3,0,0,1,10.0,0.5352936578737387
3,0,0,1,100.0,0.5471360899735266
3,0,0,2,0.01,0.5332435364766669
3,0,0,2,0.1,0.533379571307912
3,0,0,2,1.0,0.5336498591636508
3,0,0,2,10.0,0.5343727518007486
3,0,0,2,100.0,0.5465002804684654
3,0,0,3,0.01,0.5303341399672092
3,0,0,3,0.1,0.5306942595650669
3,0,0,3,1.0,0.5314852701129261
3,0,0,3,10.0,0.5324258858026129
3,0,0,3,100.0,0.544461499267524
3,0,1,0,0.01,0.533191318657654
3,0,1,0,0.1,0.5332658441530872
3,0,1,0,1.0,0.5333003100240203
3,0,1,0,10.0,0.5337261158742196
3,0,1,0,100.0,0.5458261271302387
3,0,1,1,0.01,0.5356967509545247
3,0,1,1,0.1,0.53560228723895
3,0,1,1,1.0,0.5352789515761451
3,0,1,1,10.0,0.5355083825208047
3,0,1,1,100.0,0.5474480705143366
3,0,1,2,0.01,0.5338837805389801
3,0,1,2,0.1,0.5339484229097653
3,0,1,2,1.0,0.5340271546590576
3,0,1,2,10.0,0.534563005751568
3,0,1,2,100.0,0.5468124313360737
3,0,1,3,0.01,0.5309891262989634
3,0,1,3,0.1,0.5312545762925361
3,0,1,3,1.0,0.5318292170763853
3,0,1,3,10.0,0.5325990382228003
3,0,1,3,100.0,0.5447695646903156
3,0,2,0,0.01,0.5330968344892321
3,0,2,0,0.1,0.5333510342177288
3,0,2,0,1.0,0.5335639567455099
3,0,2,0,10.0,0.534099800928103
3,0,2,0,100.0,0.5462200320135168
3,0,2,1,0.01,0.5355818206664633
3,0,2,1,0.1,0.5356778083752187
3,0,2,1,1.0,0.535537290618127
3,0,2,1,10.0,0.5358707561615745
3,0,2,1,100.0,0.5478310032838651
3,0,2,2,0.01,0.5338223030861249
3,0,2,2,0.1,0.5340792586697086
3,0,2,2,1.0,0.5343352634076622
3,0,2,2,10.0,0.5349514595354123
3,0,2,2,100.0,0.547205277254461
3,0,2,3,0.01,0.530920430249217
3,0,2,3,0.1,0.5313856878275623
3,0,2,3,1.0,0.53214599867691
3,0,2,3,10.0,0.5329980927415676
3,0,2,3,100.0,0.5451730003644293
3,0,3,0,0.01,0.5335218817561617
3,0,3,0,0.1,0.5335860801912863
3,0,3,0,1.0,0.5337224699755778
3,0,3,0,10.0,0.5343923666606253
3,0,3,0,100.0,0.5466383497359113
3,0,3,1,0.01,0.5359766345833881
3,0,3,1,0.1,0.5359037096689017
3,0,3,1,1.0,0.535721067435525
3,0,3,1,10.0,0.5361698062844948
3,0,3,1,100.0,0.5482385100561907
3,0,3,2,0.01,0.5341071702805381
3,0,3,2,0.1,0.5342349683363018
3,0,3,2,1.0,0.5345207434976544
3,0,3,2,10.0,0.5352692621703683
3,0,3,2,100.0,0.5476313029676634
3,0,3,3,0.01,0.5312426947546305
3,0,3,3,0.1,0.531580784316676
3,0,3,3,1.0,0.5323546538221353
3,0,3,3,10.0,0.5333157259747777
3,0,3,3,100.0,0.5455913631969459
3,1,0,0,0.01,0.5330647771048402
3,1,0,0,0.1,0.533240952896209
3,1,0,0,1.0,0.5334848666013888
3,1,0,0,10.0,0.5341098721633802
3,1,0,0,100.0,0.5461111044004792
3,1,0,1,0.01,0.5355664930802367
3,1,0,1,0.1,0.535581456781184
3,1,0,1,1.0,0.5354613356144318
3,1,0,1,10.0,0.5358956840461929
3,1,0,1,100.0,0.5477337869812218
3,1,0,2,0.01,0.5338477054239993
3,1,0,2,0.1,0.5340224676396366
3,1,0,2,1.0,0.5342808581731444
3,1,0,2,10.0,0.534974547498094
3,1,0,2,100.0,0.5470991627174535
3,1,0,3,0.01,0.530913273965242
3,1,0,3,0.1,0.5313165927077524
3,1,0,3,1.0,0.5321084016153608
3,1,0,3,10.0,0.5330246765033915
3,1,0,3,100.0,0.5450578738847941
3,1,1,0,0.01,0.5334079827513277
3,1,1,0,0.1,0.5334581603633957
3,1,1,0,1.0,0.5334438649290871
3,1,1,0,10.0,0.5338421691660072
3,1,1,0,100.0,0.5459201828082515
3,1,1,1,0.01,0.5358994336147741
3,1,1,1,0.1,0.5357964118553005
3,1,1,1,1.0,0.5354265654988194
3,1,1,1,10.0,0.5356267819973253
3,1,1,1,100.0,0.5475430807526918
3,1,1,2,0.01,0.5340690860011393
3,1,1,2,0.1,0.534128658906335
3,1,1,2,1.0,0.5341716462791848
3,1,1,2,10.0,0.5346826582569142
3,1,1,2,100.0,0.5469094187880459
3,1,1,3,0.01,0.5311528838159193
3,1,1,3,0.1,0.5314205262491114
3,1,1,3,1.0,0.531969532406878
3,1,1,3,10.0,0.5327183120632608
3,1,1,3,100.0,0.5448672538489469
3,1,2,0,0.01,0.5333386686761983
3,1,2,0,0.1,0.5335614410998465
3,1,2,0,1.0,0.5337160801420718
3,1,2,0,10.0,0.5342191089362507
3,1,2,0,100.0,0.5463161874941412
3,1,2,1,0.01,0.5358316032129833
3,1,2,1,0.1,0.5358949554067306
3,1,2,1,1.0,0.5356942028330933
3,1,2,1,10.0,0.5359932618577465
3,1,2,1,100.0,0.5479289892998789
3,1,2,2,0.01,0.5340392526626531
3,1,2,2,0.1,0.5342781983230014
3,1,2,2,1.0,0.5344887069609423
3,1,2,2,10.0,0.53507475906875
3,1,2,2,100.0,0.5473047399725534
3,1,2,3,0.01,0.5311066224429721
3,1,2,3,0.1,0.5315652723011317
3,1,2,3,1.0,0.5322940520157627
3,1,2,3,10.0,0.5331202643566296
3,1,2,3,100.0,0.5452722811910422
3,1,3,0,0.01,0.5337123244624784
3,1,3,0,0.1,0.5337719546291932
3,1,3,0,1.0,0.5338643989977683
3,1,3,0,10.0,0.534508181646046
3,1,3,0,100.0,0.546733378212838
3,1,3,1,0.01,0.5361505366798439
3,1,3,1,0.1,0.5360854260594894
3,1,3,1,1.0,0.5358653315751352
3,1,3,1,10.0,0.5362882359732488
3,1,3,1,100.0,0.5483350649375658
3,1,3,2,0.01,0.5342616217501834
3,1,3,2,0.1,0.5344018434627932
3,1,3,2,1.0,0.5346622827106449
3,1,3,2,10.0,0.5353890868382317
3,1,3,2,100.0,0.547729682816638
3,1,3,3,0.01,0.5313839638818293
3,1,3,3,0.1,0.5317362796480225
3,1,3,3,1.0,0.5324925811700978
3,1,3,3,10.0,0.5334350641181069
3,1,3,3,100.0,0.5456899706322589
3,2,0,0,0.01,0.5332967737656581
3,2,0,0,0.1,0.5335166758376216
3,2,0,0,1.0,0.533856909281013
3,2,0,0,10.0,0.534530340667082
3,2,0,0,100.0,0.5465639885534678
3,2,0,1,0.01,0.5357989388045374
3,2,0,1,0.1,0.5358542050899495
3,2,0,1,1.0,0.5358289430860479
3,2,0,1,10.0,0.5363119610015455
3,2,0,1,100.0,0.5481838848618358
3,2,0,2,0.01,0.534093822099695
3,2,0,2,0.1,0.5343040541622572
3,2,0,2,1.0,0.5346490306397995
3,2,0,2,10.0,0.5353878400540367
3,2,0,2,100.0,0.5475454192737084
3,2,0,3,0.01,0.5311710532014511
3,2,0,3,0.1,0.5316063266734761
3,2,0,3,1.0,0.5324750541243285
3,2,0,3,10.0,0.533432874205486
3,2,0,3,100.0,0.5454991104961311
3,2,1,0,0.01,0.5336824910115757
3,2,1,0,0.1,0.5337533432109546
3,2,1,0,1.0,0.5338168915754077
3,2,1,0,10.0,0.5342630057542225
3,2,1,0,100.0,0.5463746566981234
3,2,1,1,0.01,0.5361843461422151
3,2,1,1,0.1,0.5360913796747349
3,2,1,1,1.0,0.5357956242517068
3,2,1,1,10.0,0.5360434273977894
3,2,1,1,100.0,0.5479947194043202
3,2,1,2,0.01,0.5343587681329398
3,2,1,2,0.1,0.5344307709818907
3,2,1,2,1.0,0.5345410233483542
3,2,1,2,10.0,0.5350960044436504
3,2,1,2,100.0,0.5473570594471586
3,2,1,3,0.01,0.5314481285286752
3,2,1,3,0.1,0.5317257842724742
3,2,1,3,1.0,0.5323366475000667
3,2,1,3,10.0,0.5331265581555152
3,2,1,3,100.0,0.5453096674887014
3,2,2,0,0.01,0.5330838688012679
3,2,2,0,0.1,0.5333666964787632
3,2,2,0,1.0,0.5336166669711873
3,2,2,0,10.0,0.534164767649192
3,2,2,0,100.0,0.5462709063255663
3,2,2,1,0.01,0.5355606567079597
3,2,2,1,0.1,0.5356858447607556
3,2,2,1,1.0,0.5355858955826048
3,2,2,1,10.0,0.5359319397020854
3,2,2,1,100.0,0.5478788356721505
3,2,2,2,0.01,0.5337934236871539
3,2,2,2,0.1,0.5340841030737022
3,2,2,2,1.0,0.5343832451752252
3,2,2,2,10.0,0.535011652741284
3,2,2,2,100.0,0.5472515210362958
3,2,2,3,0.01,0.5308848623162411
3,2,2,3,0.1,0.5313846990085006
3,2,2,3,1.0,0.5321904771332991
3,2,2,3,10.0,0.53305524642413
3,2,2,3,100.0,0.5452171480008889
3,2,3,0,0.01,0.5335040663458773
3,2,3,0,0.1,0.5335779471546213
3,2,3,0,1.0,0.5337654888293606
3,2,3,0,10.0,0.5344549340499903
3,2,3,0,100.0,0.5466888255127592
3,2,3,1,0.01,0.535942772948067
3,2,3,1,0.1,0.5358885616672585
3,2,3,1,1.0,0.5357598931097831
3,2,3,1,10.0,0.536228477815791
3,2,3,1,100.0,0.5482860474970539
3,2,3,2,0.01,0.5340620186423063
3,2,3,2,0.1,0.5342146692369363
3,2,3,2,1.0,0.5345587493345048
3,2,3,2,10.0,0.5353268405821815
3,2,3,2,100.0,0.547677061963769
3,2,3,3,0.01,0.5311844159614911
3,2,3,3,0.1,0.5315542102256441
3,2,3,3,1.0,0.532389350824101
3,2,3,3,10.0,0.5333701492177182
3,2,3,3,100.0,0.5456347061624972
3,3,0,0,0.01,0.534003739376085
3,3,0,0,0.1,0.5342074100707145
3,3,0,0,1.0,0.5344874699085598
3,3,0,0,10.0,0.5351314071854867
3,3,0,0,100.0,0.5471565075689949
3,3,0,1,0.01,0.5365191625415894
3,3,0,1,0.1,0.5365526505316491
3,3,0,1,1.0,0.536465239310933
3,3,0,1,10.0,0.5369173481296207
3,3,0,1,100.0,0.5487790483878899
3,3,0,2,0.01,0.5348061658308391
3,3,0,2,0.1,0.5349951986507232
3,3,0,2,1.0,0.5352820031992183
3,3,0,2,10.0,0.5359930624737231
3,3,0,2,100.0,0.5481410649283295
3,3,0,3,0.01,0.5318631084978399
3,3,0,3,0.1,0.5322837773437662
3,3,0,3,1.0,0.53310377478346
3,3,0,3,10.0,0.5340370029076335
3,3,0,3,100.0,0.5460934530755527
3,3,1,0,0.01,0.5344335770331469
3,3,1,0,0.1,0.5344604183153108
3,3,1,0,1.0,0.5344552943253279
3,3,1,0,10.0,0.5348658109947235
3,3,1,0,100.0,0.546967377993355
3,3,1,1,0.01,0.5369400064868338
3,3,1,1,0.1,0.5368045400370337
3,3,1,1,1.0,0.5364401898309762
3,3,1,1,10.0,0.53665097189796
3,3,1,1,100.0,0.5485904754108688
3,3,1,2,0.01,0.5350973831026336
3,3,1,2,0.1,0.5351336563043004
3,3,1,2,1.0,0.5351818286793244
3,3,1,2,10.0,0.5357031814761812
3,3,1,2,100.0,0.5479530620561799
3,3,1,3,0.01,0.5321587586681932
3,3,1,3,0.1,0.5324139063859419
3,3,1,3,1.0,0.5329729046681593
3,3,1,3,10.0,0.5337322700775915
3,3,1,3,100.0,0.5459041035619344
3,3,2,0,0.01,0.5338432327488071
3,3,2,0,0.1,0.5340727961783847
3,3,2,0,1.0,0.5342525536882851
3,3,2,0,10.0,0.534765661458678
3,3,2,0,100.0,0.5468627309687095
3,3,2,1,0.01,0.5363282219899455
3,3,2,1,0.1,0.536403504916312
3,3,2,1,1.0,0.5362297055076859
3,3,2,1,10.0,0.536538053119318
3,3,2,1,100.0,0.5484739497772742
3,3,2,2,0.01,0.5345379440852915
3,3,2,2,0.1,0.5347887927522443
3,3,2,2,1.0,0.5350229604920586
3,3,2,2,10.0,0.5356172049852809
3,3,2,2,100.0,0.5478466771140681
3,3,2,3,0.01,0.5315982336662258
3,3,2,3,0.1,0.5320717711700444
3,3,2,3,1.0,0.5328247577913859
3,3,2,3,10.0,0.5336590006498858
3,3,2,3,100.0,0.545810482849244
3,3,3,0,0.01,0.5337383802251198
3,3,3,0,0.1,0.5338001724258004
3,3,3,0,1.0,0.5339152854050832
3,3,3,0,10.0,0.5345686574556956
3,3,3,0,100.0,0.5467726603515752
3,3,3,1,0.01,0.5361518911296073
3,3,3,1,0.1,0.5360978130692452
3,3,3,1,1.0,0.5359096416179336
3,3,3,1,10.0,0.5363439441239157
3,3,3,1,100.0,0.5483708189453366
3,3,3,2,0.01,0.5342551204944262
3,3,3,2,0.1,0.5344126170377288
3,3,3,2,1.0,0.5347087069650577
3,3,3,2,10.0,0.5354450780074066
3,3,3,2,100.0,0.5477638554364226
3,3,3,3,0.01,0.5313814442912843
3,3,3,3,0.1,0.5317507313828496
3,3,3,3,1.0,0.5325413304095927
3,3,3,3,10.0,0.5334915566047661
3,3,3,3,100.0,0.5457237999297618
