rw_ntu_lag_steps,rw_ph_lag_steps,alum_lag_steps,rw_flow_lag_steps,ridge,mean_validation_rmse_ntu
0,0,2,3,0.01,0.5319819655376006
0,0,2,3,0.1,0.5323539147562957
0,0,2,3,1.0,0.5331253904426134
0,0,2,3,10.0,0.533939434971964
0,0,2,3,100.0,0.5457767714630355
0,0,3,0,0.01,0.5350368846463405
0,0,3,0,0.1,0.5351426611314868
0,0,3,0,1.0,0.5352258993242746
0,0,3,0,10.0,0.5356108330462278
0,0,3,0,100.0,0.5473164379310056
0,0,3,1,0.01,0.5375436866982682
0,0,3,1,0.1,0.5375262359311992
0,0,3,1,1.0,0.5372923634695941
0,0,3,1,10.0,0.5374289179136206
0,0,3,1,100.0,0.5489346450564166
0,0,3,2,0.01,0.5355257487975398
0,0,3,2,0.1,0.535710226471101
0,0,3,2,1.0,0.5359578559891041
0,0,3,2,10.0,0.5364510833220824
0,0,3,2,100.0,0.5482969830218868
0,0,3,3,0.01,0.5325339244402273
0,0,3,3,0.1,0.5329289542607671
0,0,3,3,1.0,0.5336738870711198
0,0,3,3,10.0,0.5344344775679654
0,0,3,3,100.0,0.5462319995172502
0,1,0,0,0.01,0.5336985512200343
0,1,0,0,0.1,0.5338203691496424
0,1,0,0,1.0,0.534027686629739
0,1,0,0,10.0,0.5346290371014691
0,1,0,0,100.0,0.5465335189790993
0,1,0,1,0.01,0.5362051946981135
0,1,0,1,0.1,0.5361725367034439
0,1,0,1,1.0,0.5360338196815011
0,1,0,1,10.0,0.5364374551215683
0,1,0,1,100.0,0.5481702582550895
0,1,0,2,0.01,0.5343654180735561
0,1,0,2,0.1,0.5344957526101396
0,1,0,2,1.0,0.5347510811111917
0,1,0,2,10.0,0.5354512232930864
0,1,0,2,100.0,0.5475082086120356
0,1,0,3,0.01,0.5314052306503694
0,1,0,3,0.1,0.5317500436166422
0,1,0,3,1.0,0.5325085503584985
0,1,0,3,10.0,0.5334511536601189
0,1,0,3,100.0,0.5454439079287738
0,1,1,0,0.01,0.5343653467422017
0,1,1,0,0.1,0.5345002310479621
0,1,1,0,1.0,0.5346181348133732
0,1,1,0,10.0,0.5349062858111833
0,1,1,0,100.0,0.5465389836364437
0,1,1,1,0.01,0.5368965653440146
0,1,1,1,0.1,0.5368882760354923
0,1,1,1,1.0,0.536661510582366
0,1,1,1,10.0,0.5367239461492077
0,1,1,1,100.0,0.5481775352248021
0,1,1,2,0.01,0.5349537286398675
0,1,1,2,0.1,0.5351084244020845
0,1,1,2,1.0,0.5353019208205401
0,1,1,2,10.0,0.5357168856828596
0,1,1,2,100.0,0.5475164321325764
0,1,1,3,0.01,0.5319503091141145
0,1,1,3,0.1,0.5323073582006208
0,1,1,3,1.0,0.5330034824582138
0,1,1,3,10.0,0.533700123160751
0,1,1,3,100.0,0.5454516129410906
0,1,2,0,0.01,0.5346064398447077
0,1,2,0,0.1,0.5347250104027004
0,1,2,0,1.0,0.5348587174957223
0,1,2,0,10.0,0.5352567308021786
0,1,2,0,100.0,0.5469575560574457
0,1,2,1,0.01,0.5371190308764442
0,1,2,1,0.1,0.537089011283127
0,1,2,1,1.0,0.5368785459503842
0,1,2,1,10.0,0.5370571407733815
0,1,2,1,100.0,0.5485833396986709
0,1,2,2,0.01,0.5352141019254765
0,1,2,2,0.1,0.5353573767307628
0,1,2,2,1.0,0.5355664761121871
0,1,2,2,10.0,0.5360720721609197
0,1,2,2,100.0,0.5479304938084113
0,1,2,3,0.01,0.5322061643207953
0,1,2,3,0.1,0.532561998043611
0,1,2,3,1.0,0.5332820539103015
0,1,2,3,10.0,0.5340642107680096
0,1,2,3,100.0,0.5458745164997176
0,1,3,0,0.01,0.5353328102921987
0,1,3,0,0.1,0.5353827242867452
0,1,3,0,1.0,0.5353846300839548
0,1,3,0,10.0,0.5357310192342114
0,1,3,0,100.0,0.5474096217333909
0,1,3,1,0.01,0.5378380527570789
0,1,3,1,0.1,0.5377665965231817
0,1,3,1,1.0,0.5374532462350907
0,1,3,1,10.0,0.5375511444444259
0,1,3,1,100.0,0.5490288873717818
0,1,3,2,0.01,0.5357998855502905
0,1,3,2,0.1,0.5359355339294558
0,1,3,2,1.0,0.5361162584653341
0,1,3,2,10.0,0.5365751144983741
0,1,3,2,100.0,0.5483935339149112
0,1,3,3,0.01,0.5327971313271017
0,1,3,3,0.1,0.5331441525109699
0,1,3,3,1.0,0.5338292314917954
0,1,3,3,10.0,0.5345584597636267
0,1,3,3,100.0,0.5463291443554973
0,2,0,0,0.01,0.5338895485617738
0,2,0,0,0.1,0.5340736258510962
0,2,0,0,1.0,0.5343920498215319
0,2,0,0,10.0,0.5350459030048145
0,2,0,0,100.0,0.5469893276621519
0,2,0,1,0.01,0.5364044939662861
0,2,0,1,0.1,0.5364282134787602
0,2,0,1,1.0,0.5363959081148412
0,2,0,1,10.0,0.5368510548331039
0,2,0,1,100.0,0.5486238337493152
0,2,0,2,0.01,0.5345696102150351
0,2,0,2,0.1,0.5347545623920602
0,2,0,2,1.0,0.5351119703663616
0,2,0,2,10.0,0.5358614851377451
0,2,0,2,100.0,0.5479576699219253
0,2,0,3,0.01,0.5316148696033296
0,2,0,3,0.1,0.5320126338964223
0,2,0,3,1.0,0.532866769146551
0,2,0,3,10.0,0.5338563163128832
0,2,0,3,100.0,0.5458885112618437
0,2,1,0,0.01,0.5345080050876312
0,2,1,0,0.1,0.5347374934282162
0,2,1,0,1.0,0.5349800416253478
0,2,1,0,10.0,0.5353231996837673
0,2,1,0,100.0,0.5469963065442713
0,2,1,1,0.01,0.5370495522643011
0,2,1,1,0.1,0.5371270014234392
